###FILE ALREADY PARSED###
BPM 680 120
BPM 17153.99 144
680 0 2
680 0 6
680 0 4
853 0 5
853 0 7
1026 0 6
1026 0 2
1026 0 4
1200 0 3
1200 0 5
1200 0 1
1373 0 7
1373 0 6
1547 0 1
1547 0 5
1547 0 3
1720 0 6
1720 0 4
1893 0 3
1980 0 5
2067 0 4
2067 0 6
2240 0 5
2240 0 7
2240 0 3
2414 0 2
2587 0 4
2717 0 7
2760 0 5
2804 0 1
2847 0 3
2890 0 7
2934 0 5
2977 0 1
3021 0 3
3107 0 2
3107 0 6
3107 0 4
3454 0 1
3454 0 5
3801 0 6
3801 0 1
3801 0 3
3974 0 2
3974 0 7
3974 0 5
4148 0 3
4148 0 1
4148 0 6
4321 0 5
4321 0 7
4321 0 2
4495 0 6
4495 0 4
4495 0 1
4625 0 3
4682 0 5
4740 0 3
4798 0 5
4841-5882 0 4
5882 0 5
5882 0 3
6229 0 1
6229-10390 0 7
6402 0 2
6575 0 4
6749 0 6
7096 0 2
7269 0 4
7443 0 6
7789 0 2
7963 0 4
8136 0 6
8483 0 2
8656 0 4
8830 0 6
9177 0 2
9350 0 4
9523 0 6
9870 0 2
10044 0 4
10217 0 6
10390-11084 0 1
10564 0 3
10737 0 5
10911 0 7
11084-11778 0 4
11084 0 2
11258 0 3
11431 0 5
11604 0 6
11778-14552 0 7
11778 0 1
11778 0 3
11951 0 2
12125 0 4
12298 0 6
12645 0 2
12818 0 4
12992 0 6
13338 0 2
13512 0 4
13685 0 6
14032 0 2
14206 0 4
14379 0 6
14552 0 5
14552 0 3
14552-15940 0 1
14726 0 2
14899 0 4
15073 0 6
15246 0 5
15419-15593 0 7
15593-15766 0 5
15766-16113 0 3
16113-16460 0 6
16460-17096 0 1
16633 0 2
16672 0 3
16710 0 4
16749 0 5
16787 0 6
16787 0 3
16826 0 7
16826 0 2
16864 0 6
16864 0 3
16903 0 5
16942 0 4
16980 0 3
17019 0 2
17153-21142 0 7
17327 0 1
17327 0 3
17500 0 6
17674 0 4
17760 0 2
17847 0 4
18021 0 1
18107 0 3
18194 0 5
18281 0 3
18454 0 2
18541 0 4
18714 0 3
18714 0 1
18888 0 6
19061 0 4
19148 0 2
19234 0 4
19408 0 1
19495 0 3
19581 0 5
19668 0 3
19841 0 2
19928 0 4
20101 0 3
20101 0 1
20275 0 6
20448 0 4
20535 0 2
20622 0 4
20795 0 1
20882 0 3
20969 0 5
21055 0 3
21142-21315 0 5
21229 0 2
21315 0 4
21315-21836 0 3
21489 0 5
21489 0 7
21662 0 2
21662-22182 0 4
21749 0 5
21836 0 6
21922 0 5
22009-22529 0 2
22009 0 7
22096 0 5
22269 0 3
22269 0 1
22269 0 6
22356-27038 0 7
22356 0 5
22443 0 3
22529 0 1
22529 0 6
22616 0 5
22703 0 2
22789 0 3
22876 0 4
22876 0 6
22876-27038 0 1
23049 0 5
23136 0 3
23310 0 4
23396 0 2
23570 0 3
23656 0 5
23830 0 4
23916 0 6
24090 0 2
24090 0 5
24263 0 4
24263 0 6
24437 0 5
24523 0 3
24697 0 4
24784 0 2
24957 0 3
25044 0 5
25217 0 4
25304 0 6
25477 0 2
25477 0 5
25651 0 4
25651 0 6
25824 0 5
25911 0 3
26084 0 4
26171 0 2
26344 0 3
26431 0 5
26604 0 4
26691 0 6
26864 0 2
26864 0 4
27038-27732 0 6
27038 0 3
27038 0 5
27211 0 1
27298 0 3
27471 0 2
27558 0 5
27732-28425 0 4
27732 0 1
27818 0 3
27905 0 2
27992 0 6
28078 0 1
28078 0 5
28252 0 6
28252 0 2
28425 0 1
28425 0 3
28425-29119 0 5
28599 0 2
28685 0 4
28772 0 1
28859 0 6
28945 0 3
28945 0 7
29119 0 3
29119 0 7
29119-29466 0 6
29206 0 5
29379 0 4
29466 0 2
29466 0 5
29466 0 1
29466-32240 0 7
29639 0 2
29639 0 4
29812 0 4
29812 0 6
29986 0 5
30073 0 3
30159 0 1
30246 0 4
30333 0 2
30506 0 4
30593 0 6
30680 0 4
30766 0 2
30853 0 1
