###FILE ALREADY PARSED###
BPM 230 120
BPM 19213.05 0
BPM 20230 240
BPM 20568.98 138
BPM 64975.76 120
BPM 105992.71 0
BPM 107009.66 240
BPM 107348.64 0
BPM 108365.59 240
BPM 108704.58 120
BPM 108789.32 150
230 0 7
230 0 1
230 0 5
399 0 4
399 0 6
568 0 7
568 0 5
738 0 6
738 0 4
1077 0 1
1077 0 7
1077 0 5
1246 0 6
1246 0 4
1416 0 7
1416 0 5
1585 0 6
1585 0 4
2094 0 7
2094 0 5
2263 0 7
2263 0 5
2772 0 4
2772 0 6
2941 0 4
2941 0 6
3619 0 5
3619 0 3
3619 0 7
3958 0 4
3958 0 6
4297 0 7
4297 0 2
4297 0 5
4636 0 2
4636 0 4
4636 0 6
4975 0 5
4975 0 2
4975 0 7
5314 0 7
5314 0 4
5314 0 5
5653 0 1
5653 0 5
5653 0 7
5823 0 6
5823 0 4
5992 0 7
5992 0 5
6162 0 4
6162 0 6
6501 0 5
6501 0 1
6501 0 7
6670 0 6
6670 0 4
6840 0 7
6840 0 5
7009 0 6
7009 0 4
7518 0 4
7518 0 5
7518 0 7
7687 0 7
7687 0 5
8196 0 4
8196 0 3
8196 0 6
8365 0 6
8365 0 4
9043 0 6
9043 0 2
9043 0 4
9382 0 3
9382 0 7
9382 0 5
9552 0 4
9552 0 6
9891 0 5
9891 0 3
10060 0 6
10060 0 4
10230 0 5
10230 0 3
10568 0 1
10568 0 5
10568 0 3
10738 0 2
10738 0 6
10738 0 4
10907 0 3
10907 0 7
10907 0 5
11077 0 1
11077 0 7
11246 0 3
11246 0 6
11416 0 1
11416 0 7
11585 0 3
11585 0 5
11755 0 1
11924 0 3
11924 0 7
12094 0 1
12094 0 6
12263 0 3
12263 0 7
12433 0 1
12433 0 5
12602 0 3
12772 0 1
12941 0 3
12941 0 7
13111 0 1
13111 0 7
13280 0 3
13450 0 1
13619 0 3
13619 0 6
13789 0 1
13789 0 6
13958 0 3
14128 0 1
14297 0 3
14467 0 1
14467 0 4
14636 0 3
14806 0 1
14806 0 5
14975 0 3
15145 0 1
15145 0 6
15314 0 3
15484 0 1
15484 0 7
15653 0 3
15823 0 1
15823 0 5
15992 0 3
16162 0 1
16162 0 7
16331 0 3
16501 0 1
16501 0 7
16585 0 3
16670 0 1
16670 0 6
16755 0 3
16840 0 1
16840 0 7
16924 0 3
17009 0 1
17009 0 5
17094 0 3
17179 0 1
17263 0 3
17348 0 7
17348 0 1
17433 0 3
17518 0 1
17518 0 6
17602 0 3
17687 0 1
17687 0 7
17772 0 3
17857 0 1
17857 0 5
17941 0 3
18026 0 1
18111 0 3
18196 0 1
18280 0 3
18365 0 7
18365 0 5
18365 0 1
18450 0 3
18535 0 1
18535 0 5
18535 0 7
18619 0 3
18704 0 1
18789 0 3
18874 0 1
18958 0 3
19043 0 1
19043 0 4
19043 0 6
19128 0 3
19213 0 6
19213 0 4
19213 0 1
20568 0 1
20568 0 7
20568 0 2
20568 0 6
20568 0 4
21416 0 1
21416 0 4
21585 0 2
21585 0 5
21755 0 3
21755 0 6
21924 0 5
21924 0 7
21924 0 1
22263 0 2
22263 0 7
22263 0 5
22263 0 1
22433 0 4
22433 0 6
22602 0 1
22772 0 3
22772 0 5
22941 0 2
22941 0 1
23111 0 4
23111 0 6
23280 0 1
23450 0 7
23450 0 5
23619 0 2
23619 0 1
23619 0 4
23619 0 6
23789 0 3
23789 0 5
23958 0 1
23958 0 4
23958 0 6
24297 0 4
24297 0 7
24297 0 2
24297 0 1
24636 0 7
24636 0 5
24636 0 1
24975 0 2
24975 0 1
24975 0 5
24975 0 7
25145 0 6
25145 0 4
25314 0 1
25484 0 5
25484 0 3
25653 0 1
25653 0 4
25653 0 2
25653 0 6
25823 0 5
25823 0 7
25992 0 1
26162 0 5
26162 0 7
26331 0 2
26331 0 6
26331 0 1
26331 0 4
26501 0 3
26501 0 5
26670 0 6
26670 0 4
26670 0 1
27009 0 3
27009 0 1
27009 0 5
27009 0 2
27179 0 1
27263 0 2
27348 0 7
27348 0 5
27348 0 4
27348 0 1
27687 0 7
27687 0 5
27687 0 2
27687 0 1
27857 0 4
27857 0 6
28026 0 1
28196 0 3
28196 0 5
28365 0 2
28365 0 1
28535 0 4
28535 0 6
28704 0 1
