###FILE ALREADY PARSED###
BPM 7090 120
7090 0 1
7090 0 3
7090 0 5
7090 0 7
7173 0 5
7173 0 7
7256 0 5
7256 0 7
7423 0 3
7423 0 5
7590 0 3
7590 0 5
7673 0 4
7673 0 6
7756 0 2
7756 0 5
7923 0 2
7923 0 5
8090 0 1
8090 0 4
8256 0 2
8256 0 6
8423 0 5
8423 0 7
8506 0 5
8506 0 7
8590 0 5
8590 0 7
8756 0 2
8756 0 5
8923 0 2
8923 0 5
9006 0 3
9006 0 6
9090 0 2
9090 0 4
9256 0 2
9256 0 4
9340 0 3
9340 0 5
9423 0 1
9423 0 4
9590 0 2
9590 0 3
9756 0 5
9756 0 7
9840 0 5
9840 0 7
9923 0 5
9923 0 7
10090 0 3
10090 0 5
10256 0 3
10256 0 5
10340 0 4
10340 0 6
10423 0 2
10423 0 5
10590 0 2
10590 0 5
10756 0 1
10756 0 4
10923 0 3
10923 0 5
11090 0 1
11090 0 4
11173 0 2
11173 0 5
11256 0 3
11256 0 6
11340 0 1
11340 0 4
11423 0 2
11423 0 5
11506 0 3
11506 0 6
11590 0 4
11590 0 7
11673 0 2
11673 0 5
11756 0 1
11756 0 4
11840 0 2
11840 0 5
11923 0 3
11923 0 6
12006 0 1
12006 0 4
12090 0 3
12090 0 6
12173 0 2
12173 0 4
12256 0 3
12256 0 5
12340 0 4
12340 0 6
12423 0 1
12423 0 3
12423 0 5
12423 0 7
12506 0 5
12506 0 7
12590 0 5
12590 0 7
12756 0 1
12756 0 2
12756 0 3
12756 0 5
12923 0 3
12923 0 5
13006 0 4
13006 0 6
13090 0 2
13090 0 5
13256 0 2
13256 0 5
13423 0 1
13423 0 3
13590 0 2
13590 0 6
13756 0 5
13756 0 7
13840 0 5
13840 0 7
13923 0 5
13923 0 7
14090 0 2
14090 0 5
14256 0 2
14256 0 5
14340 0 3
14340 0 6
14423 0 2
14423 0 4
14590 0 2
14590 0 4
14673 0 3
14673 0 5
14756 0 1
14756 0 4
14923 0 2
14923 0 3
15090 0 1
15090 0 3
15090 0 5
15090 0 7
15173 0 5
15173 0 7
15256 0 5
15256 0 7
15423 0 3
15423 0 5
15590 0 3
15590 0 5
15673 0 4
15673 0 6
15756 0 1
15756 0 2
15756 0 3
15756 0 5
15923 0 3
15923 0 5
16090 0 1
16090 0 4
16256 0 2
16256 0 6
16423 0 1
16423 0 3
16423 0 4
16423 0 7
16506 0 2
16506 0 5
16590 0 3
16590 0 6
16673 0 1
16673 0 4
16756 0 2
16756 0 3
16756 0 5
16756 0 7
16840 0 4
16840 0 6
16923 0 5
16923 0 7
17006 0 2
17006 0 3
17090 0 1
17090 0 4
17090 0 6
17090 0 7
17173 0 2
17173 0 5
17256 0 3
17256 0 6
17340 0 1
17340 0 4
17423 0 2
17423 0 7
17423-17756 0 3
17423-17756 0 6
17756 0 1
17756 0 2
18423 0 1
18423 0 2
18756 0 1
18756 0 2
18840 0 1
18840 0 2
18923 0 1
18923 0 2
19090 0 1
19090 0 3
19090 0 5
19173 0 1
19173 0 2
19173 0 4
19256 0 2
19256 0 3
19256 0 5
19340 0 3
19340 0 4
19340 0 6
19423 0 2
19423 0 5
19423 0 7
19506 0 3
19506 0 4
19506 0 6
19590 0 2
19590 0 4
19590 0 5
19673 0 2
19673 0 4
19673 0 6
19756 0 1
19756 0 3
19756 0 5
19840 0 1
19840 0 2
19840 0 4
19923 0 2
19923 0 3
19923 0 5
20006 0 3
20006 0 4
20006 0 6
20090 0 2
20090 0 5
20090 0 6
20090 0 7
20173 0 3
20173 0 4
20173 0 6
20173 0 7
20256 0 2
20256 0 5
20256 0 6
20256 0 7
20340 0 3
20340 0 4
20340 0 6
20340 0 7
20423 0 1
20423 0 3
20423 0 5
20506 0 1
20506 0 2
20506 0 4
20590 0 2
20590 0 3
20590 0 5
20673 0 3
20673 0 4
20673 0 6
20756 0 2
20756 0 5
20756 0 7
20840 0 3
20840 0 4
20840 0 6
20923 0 2
20923 0 4
20923 0 5
21006 0 2
21006 0 4
21006 0 6
21090 0 1
21090 0 3
21090 0 5
21173 0 1
21173 0 2
21173 0 4
21256 0 2
21256 0 3
21256 0 6
21340 0 3
21340 0 4
21340 0 5
21423 0 2
21423 0 3
21423 0 6
21465 0 5
21506 0 1
21506 0 4
21506 0 7
21548 0 3
21590 0 2
21590 0 4
21590 0 6
21673 0 3
21673 0 4
21673 0 5
21756 0 1
21756 0 2
21756 0 4
21840 0 2
21840 0 3
21840 0 5
21923 0 3
21923 0 4
21923 0 6
22006 0 2
22006 0 5
22006 0 7
22090 0 3
22090 0 4
22090 0 6
22173 0 2
22173 0 4
22173 0 5
22256 0 2
22256 0 4
22256 0 6
22340 0 1
22340 0 3
22340 0 5
22423 0 1
22423 0 2
22423 0 4
22506 0 2
22506 0 3
22506 0 5
22590 0 3
22590 0 4
22590 0 6
22673 0 2
22673 0 5
22673 0 7
22756 0 3
22756 0 4
22756 0 7
22798 0 6
22840 0 2
22840 0 4
22840 0 5
22923 0 3
22923 0 6
22923 0 7
22965 0 5
23006 0 1
23006 0 3
23006 0 4
23090 0 1
23090 0 2
23090 0 4
23173 0 2
23173 0 3
23173 0 5
23256 0 3
23256 0 4
23256 0 5
23256 0 6
23340 0 2
23340 0 6
23340 0 7
23423 0 3
23423 0 4
23423 0 5
23423 0 6
23506 0 2
23506 0 4
23506 0 5
23590 0 2
23590 0 4
23590 0 5
23590 0 6
23673 0 1
23673 0 3
23673 0 5
23756 0 1
23756 0 2
23756 0 4
23756 0 7
23840 0 2
23840 0 3
23840 0 6
23923 0 3
23923 0 4
23923 0 5
24006 0 2
24006 0 5
24006 0 7
24090 0 3
24090 0 4
24090 0 6
24256 0 2
24256 0 4
24256 0 5
24423 0 1
24423 0 3
24423 0 6
24506 0 2
24506 0 4
24506 0 5
24590 0 3
24590 0 5
24590 0 6
24673 0 1
24673 0 3
24673 0 5
24756 0 2
24756 0 5
24756 0 7
24840 0 3
24840 0 4
24840 0 6
24923 0 3
24923 0 4
24923 0 6
25006 0 2
25006 0 4
25006 0 7
25090 0 1
25090 0 2
25090 0 5
25090 0 6
25173 0 2
25173 0 3
25173 0 5
25173 0 6
25256 0 1
25256 0 2
25256 0 4
25340 0 2
25340 0 5
25340 0 7
25423 0 3
25423 0 4
25423 0 6
25506 0 3
25506 0 4
25506 0 6
25590 0 2
25590 0 4
25590 0 5
25590 0 7
25673 0 4
25673 0 6
25673 0 7
25756 0 1
25756 0 3
25756 0 6
25756 0 7
25840 0 2
25840 0 4
25840 0 5
25923 0 3
25923 0 5
25923 0 7
26006 0 1
26006 0 4
26006 0 5
26090 0 3
26090 0 6
26090 0 7
26173 0 2
26173 0 4
26173 0 5
26256 0 2
26256 0 4
26256 0 5
26340 0 3
26340 0 5
26340 0 7
26423 0 1
26423 0 3
26423 0 6
26423 0 7
26506 0 2
26506 0 4
26506 0 5
26506 0 7
26590 0 3
26590 0 5
26590 0 6
26590 0 7
26673 0 1
26673 0 4
26673 0 5
26673 0 7
26756 0 2
26756 0 6
26756 0 7
26798 0 3
26840 0 2
26840 0 4
26840 0 5
26881 0 3
26923 0 2
26923 0 6
26944 0 5
26965 0 4
26985 0 3
27006 0 2
27006 0 7
27027 0 6
27048 0 5
27069 0 4
27090 0 1
27090 0 3
27090 0 7
27173 0 2
27173 0 4
27173 0 6
27256 0 1
27256 0 3
27256 0 5
27340 0 2
27340 0 4
27340 0 5
27423 0 3
27423 0 5
27423 0 7
27506 0 2
27506 0 5
27506 0 6
27590 0 2
27590 0 5
27590 0 6
27673 0 3
27673 0 4
27673 0 6
27756 0 1
27756 0 3
27756 0 7
27840 0 2
27840 0 4
27840 0 6
27923 0 1
27923 0 3
27923 0 5
28006 0 4
28006 0 5
28006 0 7
28090 0 2
28090 0 5
28090 0 7
28117 0 6
28131 0 3
28145 0 5
28173 0 2
28173 0 4
28215 0 3
28256 0 2
28256 0 4
28256 0 6
28340 0 2
28340 0 5
28340 0 6
28381 0 4
28423 0 1
28423 0 3
28423 0 7
28506 0 3
28506 0 4
28506 0 6
28590 0 1
28590 0 3
28590 0 5
28590 0 7
28673 0 2
28673 0 4
28673 0 5
28673 0 7
28756 0 1
28756 0 3
28756 0 5
28840 0 2
28840 0 4
28840 0 7
28923 0 3
28923 0 4
28923 0 6
28923 0 7
29006 0 1
29006 0 3
29006 0 4
29006 0 5
29090 0 2
29090 0 4
29090 0 5
29090 0 7
29173 0 3
29173 0 4
29173 0 5
29173 0 6
29256 0 1
29256 0 2
29256 0 3
29256 0 5
29340 0 2
29340 0 4
29340 0 6
29340 0 7
29423 0 1
29423 0 3
29423 0 4
29423 0 6
29756 0 1
29756 0 3
29756 0 5
29840 0 1
29840 0 3
29840 0 4
29923 0 2
29923 0 3
29923 0 5
30006 0 3
30006 0 4
30006 0 6
30090 0 2
30090 0 5
30090 0 7
30173 0 3
30173 0 4
30173 0 6
30256 0 2
30256 0 4
30256 0 5
30340 0 2
30340 0 4
30340 0 6
30423 0 1
30423 0 3
30423 0 5
30506 0 1
30506 0 2
30506 0 4
30590 0 2
30590 0 3
30590 0 5
30673 0 3
30673 0 4
30673 0 6
30756 0 2
30756 0 5
30756 0 6
30756 0 7
30840 0 3
30840 0 4
30840 0 6
30840 0 7
30923 0 2
30923 0 5
30923 0 6
30923 0 7
31006 0 3
31006 0 4
31006 0 6
31006 0 7
31090 0 1
31090 0 3
31090 0 5
31173 0 1
31173 0 2
31173 0 4
31256 0 2
31256 0 3
31256 0 5
31340 0 3
31340 0 4
31340 0 6
31423 0 2
31423 0 5
31423 0 7
31506 0 3
31506 0 4
31506 0 6
31590 0 2
31590 0 4
31590 0 5
31673 0 2
31673 0 4
31673 0 6
31756 0 1
31756 0 3
31756 0 5
31840 0 1
31840 0 2
31840 0 4
31923 0 2
31923 0 3
31923 0 6
32006 0 3
32006 0 4
32006 0 5
32090 0 2
32090 0 5
32090 0 6
32131 0 3
32173 0 1
32173 0 4
32173 0 7
32215 0 5
32256 0 2
32256 0 4
32256 0 6
32340 0 3
32340 0 4
32340 0 5
32423 0 1
32423 0 2
32423 0 4
32506 0 2
32506 0 3
32506 0 5
32590 0 3
32590 0 4
32590 0 6
32673 0 2
32673 0 5
32673 0 7
32756 0 3
32756 0 4
32756 0 6
32840 0 2
32840 0 4
32840 0 5
32923 0 2
32923 0 4
32923 0 6
33006 0 1
33006 0 3
33006 0 5
33090 0 1
33090 0 2
33090 0 4
33173 0 2
33173 0 3
33173 0 5
33256 0 3
33256 0 4
33256 0 6
33340 0 2
33340 0 5
33340 0 7
33423 0 3
33423 0 4
33423 0 7
33465 0 6
33506 0 2
33506 0 4
33506 0 5
33590 0 3
33590 0 6
33590 0 7
33631 0 5
33673 0 1
33673 0 3
33673 0 4
33756 0 1
33756 0 2
33756 0 4
33840 0 2
33840 0 3
33840 0 5
33923 0 3
33923 0 4
33923 0 5
33923 0 6
34006 0 2
34006 0 6
34006 0 7
34090 0 3
34090 0 4
34090 0 5
34090 0 6
34173 0 2
34173 0 4
34173 0 5
34256 0 2
34256 0 4
34256 0 5
34256 0 6
34340 0 1
34340 0 3
34340 0 5
34423 0 1
34423 0 2
34423 0 4
34423 0 7
34506 0 2
34506 0 3
34506 0 6
34590 0 3
34590 0 4
34590 0 5
34673 0 2
34673 0 5
34673 0 7
34756 0 3
34756 0 4
34756 0 6
34923 0 2
34923 0 4
34923 0 5
35090 0 1
35090 0 3
35090 0 6
35173 0 2
35173 0 4
35173 0 5
35256 0 3
35256 0 5
35256 0 6
35340 0 1
35340 0 3
35340 0 5
35423 0 2
35423 0 5
35423 0 7
35506 0 3
35506 0 4
35506 0 6
35590 0 3
35590 0 4
35590 0 6
35673 0 2
35673 0 4
35673 0 7
35756 0 1
35756 0 2
35756 0 5
35756 0 6
35840 0 2
35840 0 3
35840 0 5
35840 0 6
35923 0 1
35923 0 2
35923 0 6
36006 0 1
36006 0 2
36006 0 5
36006 0 7
36090 0 3
36090 0 4
36090 0 6
36090 0 7
36173 0 3
36173 0 4
36173 0 6
36173 0 7
36256 0 2
36256 0 5
36256 0 7
36340 0 3
36340 0 4
36340 0 6
36340 0 7
36423 0 1
36423 0 2
36423 0 6
36423 0 7
36506 0 2
36506 0 4
36506 0 5
36590 0 3
36590 0 5
36590 0 7
36673 0 1
36673 0 4
36673 0 5
36756 0 3
36756 0 6
36756 0 7
36840 0 2
36840 0 4
36840 0 5
36923 0 2
36923 0 4
36923 0 5
37006 0 3
37006 0 5
37006 0 7
37090 0 1
37090 0 3
37090 0 6
37090 0 7
37173 0 2
37173 0 4
37173 0 5
37173 0 7
37256 0 3
37256 0 5
37256 0 6
37256 0 7
37340 0 1
37340 0 4
37340 0 5
37340 0 7
37423 0 2
37423 0 6
37423 0 7
37465 0 3
37506 0 2
37506 0 4
37506 0 5
37548 0 3
37590 0 2
37590 0 6
37610 0 5
37631 0 4
37652 0 3
37673 0 2
37673 0 7
37694 0 6
37715 0 5
37735 0 4
37756 0 1
37756 0 3
37756 0 7
37773 0 6
37790 0 5
37806 0 6
37823 0 5
37840 0 2
37840 0 4
37840 0 6
37867 0 3
37895 0 4
37923 0 1
37923 0 3
37923 0 5
37951 0 7
37978 0 6
38006 0 2
38006 0 4
38006 0 5
38090 0 3
38090 0 5
38090 0 7
38173 0 2
38173 0 5
38173 0 6
38256 0 2
38256 0 5
38256 0 6
38284 0 1
38312 0 3
38340 0 2
