###FILE ALREADY PARSED###
BPM 13560 120
BPM 1560 96
BPM 25372.5 0
BPM 28372.5 240
BPM 28560 120
1560-1935 0 1
1935-2310 0 3
2310-2685 0 4
2685 0 7
2708-3060 0 5
3060-3435 0 4
3435-3810 0 2
3810-4185 0 4
4185-4560 0 6
4560-4935 0 1
4935-5310 0 3
5310-5685 0 4
5685 0 7
5711-6060 0 6
6060-6435 0 5
6435-6810 0 2
6810-7185 0 4
7185-7560 0 5
7560-7935 0 1
7935-8310 0 3
8310-8685 0 4
8685 0 7
8708-9060 0 5
9060-9435 0 4
9435-9810 0 2
9810-10185 0 4
10185-10560 0 6
10560-10935 0 1
10935-11310 0 3
11310-11685 0 4
11685 0 7
11711-12060 0 6
12060-12435 0 5
12435-12810 0 2
12810-13185 0 3
13185-13560 0 3
13560 0 4
13747 0 5
14122 0 4
14310 0 1
14310 0 6
14685 0 5
14872 0 6
15060 0 4
15622 0 4
15810 0 1
16091 0 1
16372 0 1
16560 0 4
16747 0 5
17122 0 4
17310 0 1
17310 0 6
17591 0 4
17872 0 4
18060 0 4
18810 0 1
19091 0 4
19185 0 6
19372 0 4
19466 0 6
19560 0 4
19653 0 3
19747 0 4
19841 0 5
19935 0 1
19935 0 6
20122 0 4
20310 0 1
20685 0 1
20685 0 3
20872 0 5
20966 0 6
21060 0 4
21060 0 7
21435 0 1
21528 0 3
21622 0 4
21622 0 5
21716 0 6
21810 0 1
21810 0 7
22091 0 1
22278 0 4
22372 0 1
22372 0 5
22466 0 6
22560 0 4
22560-23122 0 7
22935 0 1
23122 0 4
23310 0 1
23591 0 4
23778 0 1
23872 0 4
24060 0 4
24435 0 1
24622 0 6
24810 0 1
25091 0 4
25372 0 4
28560 0 5
28653 0 2
28747 0 4
28841 0 5
28935 0 4
29028 0 3
29122 0 7
29216 0 4
29310 0 6
29497 0 2
29591 0 3
29685 0 4
29778 0 3
29872 0 5
29966 0 4
30060 0 2
30153 0 1
30247 0 2
30341 0 4
30435 0 5
30528 0 3
30622 0 7
30716 0 4
30810 0 6
30997 0 2
31091 0 3
31185 0 4
31278 0 3
31372 0 5
31466 0 4
31560 0 2
31653 0 1
31747 0 2
31841 0 4
31935 0 5
32028 0 3
32122 0 7
32216 0 4
32310 0 6
32497 0 2
32591 0 3
32685 0 4
32778 0 3
32872 0 5
32966 0 4
33060 0 2
33153 0 1
33247 0 2
33341 0 4
33435 0 5
33528 0 3
