###FILE ALREADY PARSED###
BPM 128456.67 240
BPM 129753.96 180
BPM 2540 120
BPM 67206.67 300
2540 0 7
3206 0 5
3873 0 2
3873 0 4
4540 0 1
4540 0 6
5206 0 5
5206 0 7
5873 0 4
5873 0 6
6206 0 3
6206 0 5
6540 0 2
6540 0 4
7206 0 1
7206 0 3
8540 0 2
8540 0 4
8540 0 6
10540 0 2
11206 0 3
11873 0 3
12540 0 5
13206 0 5
13873 0 1
13873 0 3
14206 0 1
14206 0 6
14540 0 1
14540 0 3
14540 0 5
14873 0 1
14873 0 6
15206 0 1
15206 0 3
15206 0 5
15540 0 1
15540 0 7
15873 0 1
15873 0 3
15873 0 5
16206 0 1
16206 0 6
16540 0 2
16540 0 3
16873 0 2
17206 0 2
17206 0 3
17540 0 2
17873 0 2
17873 0 3
18206 0 2
18540 0 2
18540 0 3
18873 0 2
19206 0 2
19206 0 3
19206 0 4
19540 0 2
19540 0 6
19873 0 2
19873 0 3
19873 0 5
20206 0 2
20206 0 6
20540 0 2
20540 0 3
20540 0 5
20873 0 2
20873 0 7
21206 0 2
21206 0 3
21206 0 5
21540 0 2
21540 0 6
21873 0 3
21873 0 5
22206 0 3
22540 0 3
22540 0 5
22873 0 3
23206 0 3
23206 0 4
23540 0 3
23873 0 3
23873 0 4
24206 0 3
24540 0 1
24540 0 3
24540 0 4
24873 0 3
24873 0 6
25040 0 1
25206 0 2
25206 0 3
25206 0 5
25540 0 1
25540 0 3
25540 0 6
25873 0 2
25873 0 3
25873 0 5
26206 0 4
26206 0 7
26540 0 2
26540 0 3
26540 0 5
26873 0 3
26873 0 6
27206 0 1
27206 0 2
27206 0 4
27540 0 2
27706 0 1
27873 0 2
27873 0 4
28206 0 1
28206 0 2
28540 0 2
28540 0 4
28873 0 2
29206 0 2
29206 0 4
29540 0 2
29873 0 1
29873 0 3
29873 0 4
30206 0 1
30206 0 3
30206 0 6
30373 0 4
30540 0 1
30540 0 2
30540 0 3
30540 0 5
30873 0 1
30873 0 3
30873 0 6
31206 0 1
31206 0 2
31206 0 3
31206 0 5
31540 0 1
31540 0 3
31540 0 7
31873 0 1
31873 0 3
31873 0 5
32206 0 1
32206 0 3
32540 0 1
32540 0 6
32706 0 7
32873 0 6
33040 0 5
33206 0 1
33206 0 4
33373 0 3
33540 0 2
33706 0 1
33873 0 2
33873 0 6
34040 0 5
34206 0 4
34373 0 3
34540 0 1
34540 0 7
34706 0 3
34706 0 6
34873 0 1
34873 0 5
35040 0 3
35040 0 4
35206 0 1
35317 0 3
35317 0 6
35428 0 1
35540 0 3
35651 0 1
35651 0 4
35762 0 3
35873 0 1
35984 0 3
35984 0 6
36095 0 1
36206 0 3
36317 0 2
36428 0 3
36540 0 4
36651 0 2
36651 0 7
36762 0 4
36873 0 2
36984 0 4
37095 0 2
37206 0 4
37317 0 2
37317 0 6
37428 0 3
37540 0 4
37651 0 1
37651 0 3
37762 0 4
37873 0 3
37984 0 2
37984 0 5
38095 0 3
38206 0 5
38317 0 1
38317 0 3
38428 0 5
38540 0 3
38651 0 2
38651 0 5
38762 0 4
38873 0 5
38984 0 1
38984 0 4
39095 0 5
39206 0 4
39317 0 3
39317 0 6
39428 0 5
39540 0 6
39651 0 1
39651 0 5
39762 0 6
39873 0 5
39984 0 2
39984 0 7
40095 0 5
40206 0 7
40317 0 5
40428 0 7
40540 0 2
40651 0 4
40762 0 2
40873 0 4
40873 0 6
40984 0 2
41095 0 4
41206 0 2
41206 0 5
41317 0 4
41428 0 2
41540 0 4
41540 0 6
41651 0 3
41762 0 4
41873 0 3
41984 0 5
42095 0 3
42206 0 5
42206 0 7
42317 0 3
42428 0 5
42540 0 3
42651 0 5
42762 0 3
42873 0 5
42873 0 6
42984 0 4
43095 0 5
43206 0 1
43206 0 4
43317 0 6
43428 0 4
43540 0 2
43540 0 6
43651 0 4
43762 0 6
43873 0 1
43873 0 5
43984 0 6
44095 0 5
44206 0 2
44206 0 6
44317 0 5
44428 0 6
44540 0 1
44540 0 5
44651 0 7
44762 0 5
44873 0 3
44873 0 7
44984 0 5
45095 0 7
45206 0 1
45206 0 6
45317 0 7
45428 0 6
45540 0 2
45540 0 7
45651 0 6
45762 0 7
45873 0 1
45984 0 3
46095 0 1
46206 0 3
46206 0 6
46317 0 1
46428 0 3
46540 0 1
46540 0 5
46651 0 3
46762 0 2
46873 0 4
46873 0 6
46984 0 2
47095 0 4
47206 0 3
47317 0 5
47428 0 3
47540 0 5
47540 0 7
47651 0 3
47762 0 5
47873 0 3
47984 0 5
48095 0 4
48206 0 5
48206 0 6
48317 0 4
48428 0 5
48540 0 1
48540 0 3
48651 0 5
48762 0 3
48873 0 2
48873 0 5
48984 0 3
49095 0 5
49206 0 1
49206 0 4
49317 0 6
49428 0 4
49540 0 2
49540 0 6
49651 0 4
49762 0 6
49873 0 1
49873 0 5
49984 0 6
50095 0 5
50206 0 3
50206 0 6
50317 0 5
50428 0 6
50540 0 1
50540 0 5
50651 0 7
50762 0 5
50873 0 2
50873 0 7
50984 0 5
51095 0 7
