###FILE ALREADY PARSED###
BPM 1390 384
1390 0 5
1390 0 7
1552 0 3
1714 0 5
1876 0 2
1876 0 4
2200 0 5
2362 0 3
2525 0 4
2525 0 6
2849 0 1
3011 0 3
3173 0 5
3173 0 7
3498 0 6
3660 0 4
3822 0 2
3984 0 3
3984 0 5
3984 0 7
4795 0 1
4957 0 3
5119 0 7
5281 0 2
5281 0 4
5930 0 3
5930 0 5
5930 0 7
6579 0 4
6579 0 6
6741 0 1
6903 0 5
7065 0 2
7065 0 4
7390 0 7
7552 0 5
7714 0 2
7714 0 4
8038 0 1
8200 0 3
8362 0 4
8362 0 6
8687 0 7
8849 0 5
9011 0 6
9173 0 1
9173 0 3
9173 0 5
10308 0 7
10390 0 5
10471 0 1
10471 0 3
11119 0 2
11119 0 4
11119 0 6
13065 0 1
13065 0 2
13065 0 5
13227 0 7
13390 0 1
13390 0 5
13552 0 7
13714 0 1
13714 0 5
13876 0 7
14038 0 1
14038 0 5
14200 0 7
14362 0 1
14362 0 2
14362 0 5
14525 0 7
14687 0 1
14687 0 2
14687 0 5
14849 0 1
14849 0 3
14849 0 7
15173 0 1
15173 0 3
15173 0 7
15498 0 1
15498 0 3
15498 0 7
15660 0 1
15660 0 2
15660 0 5
15822 0 7
15984 0 1
15984 0 5
16146 0 7
16308 0 1
16308 0 5
16471 0 7
16633 0 1
16633 0 5
16795 0 7
16957 0 1
16957 0 2
16957 0 5
17281 0 1
17281 0 2
17281 0 5
17444 0 1
17444 0 3
17444 0 7
17768 0 1
17768 0 3
17768 0 7
18092 0 1
18092 0 3
18092 0 7
18254 0 1
18254 0 2
18254 0 5
18417 0 7
18579 0 1
18579 0 5
18741 0 7
18903 0 1
18903 0 5
19065 0 7
19227 0 1
19227 0 5
19390 0 3
19390 0 7
19552 0 1
19552 0 2
19552 0 5
19714 0 7
19876 0 1
19876 0 5
20038 0 7
20200 0 1
20200 0 4
20362 0 1
20362 0 6
20525 0 1
20525 0 4
20687 0 1
20687 0 6
20849 0 1
20849 0 2
20849 0 4
21011 0 5
21173 0 5
21335 0 1
21335 0 2
21335 0 4
21498 0 5
21660 0 5
21822 0 1
21822 0 2
21822 0 4
21984 0 5
22146 0 7
22227 0 5
22308 0 3
22390 0 2
22471 0 6
22552 0 5
22633 0 3
22714 0 1
22795 0 2
22876 0 4
22957 0 5
23038 0 7
23119 0 1
23200 0 3
23281 0 5
23362 0 6
23444 0 1
23444 0 2
23444 0 7
23606 0 5
23768 0 3
23930 0 1
23930 0 2
23930 0 7
24254 0 1
24254 0 2
24254 0 3
24335 0 5
24417 0 3
24579 0 1
24579 0 2
24579 0 6
24903 0 1
24903 0 2
24903 0 4
24984 0 6
25065 0 4
25227 0 1
25227 0 2
25227 0 7
25552 0 1
25552 0 3
