###FILE ALREADY PARSED###
BPM 64 120
11035 0 3
11035 0 6
11121 0 4
11292 0 3
11378 0 4
11378 0 7
11549 0 2
11635 0 1
11806 0 2
11892 0 1
11892 0 6
12064 0 2
12064 0 7
12235 0 1
12406 0 4
12406 0 6
12492 0 5
12664 0 4
12749 0 5
12749 0 7
12921 0 3
13006 0 2
13178 0 3
13264 0 2
13264 0 6
13435 0 3
13435 0 7
13606 0 2
13778 0 2
13778 0 5
13864 0 6
14035 0 5
14121 0 1
14121 0 6
14292 0 4
14378 0 3
14549 0 4
14635 0 2
14635 0 3
14806 0 1
14806 0 4
14978 0 3
15149 0 2
15149 0 3
15235 0 4
15406 0 3
15492 0 1
15492 0 4
15578 0 5
15664 0 6
15749 0 7
15835 0 3
15921 0 4
16006 0 2
16006 0 5
16092 0 6
16178 0 1
16178 0 7
16264 0 6
16349 0 5
16435 0 4
16521 0 3
16521 0 6
16606 0 4
16778 0 3
16864 0 4
16864 0 7
17035 0 2
17121 0 1
17292 0 2
17378 0 1
17378 0 6
17549 0 2
17549 0 7
17721 0 1
17892 0 4
17892 0 6
17978 0 5
18149 0 4
18235 0 5
18235 0 7
18406 0 3
18492 0 2
18664 0 3
18749 0 2
18749 0 6
18921 0 3
18921 0 7
19092 0 2
19264 0 2
19264 0 5
19349 0 6
19521 0 5
19606 0 1
19606 0 6
19778 0 4
19864 0 3
20035 0 4
20121 0 2
20121 0 3
20292 0 1
20292 0 4
20464 0 3
20635 0 2
20635 0 3
20721 0 4
20892 0 3
20978 0 1
20978 0 4
21064 0 5
21149 0 6
21235 0 7
21321 0 3
21406 0 4
21492 0 2
21492 0 5
21578 0 6
21664 0 1
21664 0 7
21749 0 6
21835 0 5
21921 0 4
22006 0 3
22006 0 6
22092 0 1
22178 0 2
22264 0 4
22349 0 1
22349 0 7
22435 0 2
22521 0 4
22606 0 5
22864 0 6
23035 0 7
23378 0 4
23378 0 6
23464 0 1
23549 0 5
23635 0 4
23721 0 1
23721 0 7
23806 0 2
23892 0 3
23978 0 4
24235 0 6
24406 0 7
24749 0 2
24749 0 5
24835 0 3
24921 0 4
25006 0 6
25092 0 1
25092 0 3
25178 0 4
25264 0 6
25349 0 7
25606 0 2
25778 0 1
26121 0 2
26121 0 3
26206 0 4
26292 0 5
26378 0 6
26464 0 1
26464 0 4
26549 0 5
26635 0 6
26721 0 7
26806 0 3
26892 0 5
26978 0 2
26978 0 6
27064 0 4
27149 0 1
27149 0 7
27235 0 6
27321 0 5
27406 0 4
27492 0 3
27492 0 6
27578 0 1
27664 0 2
27749 0 4
27835 0 1
27835 0 7
27921 0 2
28006 0 4
28092 0 5
28349 0 6
28521 0 7
28864 0 4
28864 0 6
28949 0 1
29035 0 5
29121 0 4
29206 0 1
29206 0 7
29292 0 2
29378 0 3
29464 0 4
29721 0 6
29892 0 7
30235 0 2
30235 0 5
30321 0 3
30406 0 4
30492 0 6
30578 0 1
30578 0 3
30664 0 4
30749 0 6
30835 0 7
31092 0 2
31264 0 1
31606 0 2
31606 0 3
31692 0 4
31778 0 5
31864 0 6
31949 0 1
31949 0 4
32035 0 5
32121 0 6
32206 0 7
32292 0 3
32378 0 5
32464 0 2
32464 0 6
32549 0 4
32635 0 1
32635 0 7
32721 0 6
32806 0 5
32892 0 4
32978 0 3
32978 0 6
33064 0 1
33149 0 2
33235 0 4
33321 0 1
33321 0 7
33406 0 2
33492 0 3
33578 0 4
33664 0 6
33749 0 5
33835 0 2
33835 0 4
34006 0 1
34006 0 4
34178 0 5
34264 0 7
34349 0 4
34349 0 6
34435 0 1
34521 0 5
34606 0 4
34692 0 1
34692 0 7
34778 0 2
34864 0 3
34949 0 4
35035 0 7
35121 0 6
35206 0 2
35206 0 5
35292 0 4
35378 0 1
35378 0 6
35464 0 5
35549 0 4
35635 0 7
35721 0 3
35721 0 6
35806 0 1
35892 0 2
35978 0 4
36064 0 1
36064 0 7
36149 0 2
36235 0 3
36321 0 4
36406 0 6
36492 0 5
36578 0 2
36578 0 4
36749 0 1
36749 0 4
36921 0 5
37006 0 7
37092 0 6
37092-37435 0 3
37435 0 7
37435-37778 0 5
37778-38121 0 4
37949 0 6
38121 0 7
38121-38464 0 2
38464 0 3
38464 0 6
38549 0 1
38635 0 2
38721 0 4
38806 0 1
38806 0 7
38892 0 2
38978 0 3
39064 0 4
39149 0 6
39235 0 5
39321 0 2
39321 0 4
39492 0 1
39492 0 4
39664 0 5
39749 0 6
39835 0 4
39835 0 7
39921 0 1
40006 0 5
40092 0 4
40178 0 1
40178 0 6
40264 0 2
40349 0 3
40435 0 4
40521 0 7
40606 0 6
40692 0 2
40692 0 5
40778 0 4
40864 0 1
40864 0 6
40949 0 5
41035 0 4
41121 0 7
41206 0 3
41206 0 6
41292 0 1
41378 0 2
41464 0 4
41549 0 1
41549 0 7
41635 0 2
41721 0 3
41806 0 4
41892 0 6
41978 0 5
42064 0 2
42064 0 4
42235 0 1
42235 0 4
42406 0 5
42492 0 7
42578 0 6
42578-42921 0 3
42921 0 7
42921-43264 0 5
43264-43606 0 4
43435 0 6
43606 0 7
43606-43949 0 2
43949 0 1
43949 0 4
43949 0 7
44035 0 5
44206 0 4
44292 0 5
44464 0 3
44549 0 2
44721 0 3
44806 0 2
44978 0 3
45149 0 1
45321 0 5
45406 0 6
45578 0 5
45664 0 6
45835 0 3
45921 0 4
46092 0 3
46178 0 4
46349 0 2
46521 0 4
46692 0 3
46778 0 5
46949 0 3
47035 0 5
47206 0 4
47292 0 2
47464 0 4
47549 0 2
47721 0 4
47892 0 1
48064 0 4
48149 0 6
48321 0 4
48406 0 6
48578 0 3
48664 0 5
48835 0 3
48921 0 5
49092 0 2
49264 0 4
49435 0 1
49435 0 7
49778 0 1
49778 0 7
49949 0 2
49949 0 6
50292 0 2
50292 0 6
50464 0 3
50464 0 5
50806 0 3
50806 0 5
51149 0 3
51149 0 5
51321 0 2
51321 0 6
51664 0 2
51664 0 6
51835 0 1
51835 0 7
52178 0 3
52178 0 7
52521 0 2
52521 0 6
52692 0 3
52692 0 7
53035 0 3
53035 0 7
53206 0 2
53206 0 6
53549 0 1
53549 0 5
53892 0 2
53892 0 6
54064 0 3
54064 0 7
54406 0 2
54406 0 6
54578 0 4
54921 0 2
54921 0 4
54921 0 6
55264 0 1
55264 0 4
55264 0 6
55435 0 3
55435 0 7
55778 0 2
55778 0 3
55778 0 7
55949 0 1
55949 0 4
55949 0 6
56292 0 2
56292 0 3
56292 0 5
56635 0 1
56635 0 3
56635 0 5
56806 0 4
56806 0 6
57149 0 2
57149 0 4
57149 0 6
57321 0 1
57321 0 5
57321 0 7
57664 0 3
57664 0 5
57664 0 6
58006 0 2
58006 0 4
58006 0 7
58178 0 3
58178 0 5
58521 0 3
58521 0 5
58521 0 6
58692 0 2
58692 0 4
58692 0 7
59035 0 1
59035 0 3
59035 0 6
59378 0 2
59378 0 4
59378 0 7
59549 0 3
59549 0 5
59892 0 2
59892 0 4
59892 0 6
60064 0 3
60064 0 5
60064 0 7
60235 0 2
60406 0 2
60406 0 4
60406 0 6
60749 0 1
60749 0 4
60749 0 6
60921 0 3
60921 0 7
61264 0 2
61264 0 3
61264 0 7
61435 0 1
61435 0 4
61435 0 6
61778 0 2
61778 0 3
61778 0 5
62121 0 1
62121 0 3
62121 0 5
62292 0 4
62292 0 6
62635 0 2
62635 0 4
62635 0 6
62806 0 1
62806 0 5
62806 0 7
63149 0 3
63149 0 5
63149 0 6
63492 0 2
63492 0 4
63492 0 7
63664 0 3
63664 0 5
64006 0 3
64006 0 5
64006 0 6
64178 0 2
64178 0 4
64178 0 7
64521 0 1
64521 0 3
64521 0 6
64864 0 2
64864 0 4
64864 0 7
65035 0 3
65035 0 5
65378 0 2
65378 0 4
65378 0 6
65549 0 3
65549 0 5
65549 0 7
65721 0 2
65892 0 1
65892 0 4
65892 0 7
65978 0 2
66064 0 3
66149 0 5
66235 0 2
66321 0 3
66406 0 6
66492 0 7
66578 0 4
66664 0 2
66749 0 3
66835 0 5
66921 0 2
67006 0 3
67092 0 6
67178 0 7
67264 0 3
67349 0 1
67435 0 2
67521 0 4
67606 0 1
67692 0 2
67778 0 3
67864 0 1
67949 0 2
68035 0 5
68121 0 1
68206 0 2
68292 0 4
68378 0 5
68464 0 6
68549 0 7
68635 0 3
68721 0 1
68806 0 2
68892 0 4
68978 0 1
69064 0 2
69149 0 3
69235 0 1
69321 0 2
69406 0 5
69492 0 1
69578 0 2
69664 0 4
69749 0 5
69835 0 6
69921 0 7
70006 0 1
70092 0 5
70178 0 1
70264 0 5
70349 0 2
70435 0 6
70521 0 2
70606 0 6
70692 0 3
70778 0 7
70864 0 3
70949 0 7
71035 0 4
71378 0 1
71378 0 3
71549 0 4
71721 0 2
71721 0 5
71892 0 3
71978 0 1
72064 0 5
72235 0 1
72235 0 6
72406 0 2
72406 0 4
72578 0 5
72664 0 6
72749 0 1
72749 0 7
72921 0 4
73092 0 2
73092 0 6
73135 0 7
