###FILE ALREADY PARSED###
BPM 13862.5 252
BPM 14050 264
BPM 2050 240
BPM 25956.25 240
BPM 26050 600
BPM 27175 0
BPM 27268.75 360
2050 0 1
2050 0 2
2050 0 5
2237 0 4
2425 0 3
2612 0 6
2987 0 2
3175 0 4
3362 0 7
3550 0 5
3737 0 3
3925 0 4
4112 0 2
4487 0 3
4675 0 1
4862 0 5
5050 0 2
5237 0 4
5425 0 3
5612 0 6
5987 0 2
6175 0 4
6362 0 7
6550 0 1
6737 0 3
6925 0 2
7112 0 4
7487 0 6
7675 0 7
7862 0 3
8050 0 1
8050 0 2
8050 0 6
8237 0 4
8425 0 3
8612 0 6
8987 0 2
9175 0 4
9362 0 7
9550 0 5
9737 0 3
9925 0 4
10112 0 2
10487 0 3
10675 0 1
10862 0 5
11050 0 7
11237 0 4
11425 0 3
11612 0 6
11987 0 2
12175 0 4
12362 0 7
12550 0 2
12737 0 4
12925 0 3
13112 0 5
13487 0 6
13675 0 7
13862 0 4
14050 0 1
14050 0 2
14050 0 5
14050 0 7
14143 0 3
14237 0 2
14237 0 5
14425 0 1
14425 0 4
14612 0 3
14612 0 6
14706 0 4
14800 0 7
14987 0 2
14987 0 4
15175 0 1
15175 0 5
15268 0 3
15362 0 2
15362 0 7
15456 0 4
15550 0 2
15550 0 6
15643 0 4
15737 0 5
15737 0 7
15831 0 4
15925 0 1
15925 0 3
16112 0 2
16112 0 7
16206 0 4
16300 0 6
16487 0 1
16487 0 5
16581 0 4
16675 0 2
16675 0 3
16768 0 5
16862 0 3
16862 0 6
16956 0 4
17050 0 1
17050 0 2
17050 0 7
17143 0 4
17237 0 3
17237 0 6
17425 0 2
17425 0 5
17612 0 4
17612 0 7
17706 0 3
17800 0 1
17987 0 2
17987 0 6
18175 0 3
18175 0 5
18268 0 1
18362 0 4
18362 0 7
18456 0 5
18550 0 2
18550 0 3
18643 0 5
18737 0 3
18737 0 6
18925 0 1
18925 0 4
19112 0 5
19112 0 7
19206 0 2
19300 0 4
19487 0 3
19487 0 5
19581 0 2
19675 0 4
19675 0 7
19768 0 2
19862 0 1
19862 0 3
19956 0 5
20050 0 1
20050 0 4
20050 0 7
20143 0 6
20237 0 3
20237 0 5
20425 0 4
20425 0 6
20612 0 5
20612 0 7
20706 0 1
20800 0 3
20987 0 2
20987 0 6
21175 0 4
21175 0 5
21268 0 2
21362 0 3
21362 0 7
21456 0 5
21550 0 1
21550 0 4
21643 0 5
21737 0 3
21737 0 7
21925 0 4
21925 0 7
22112 0 3
22112 0 5
22206 0 4
22300 0 6
22393 0 4
22487 0 5
22487 0 7
22581 0 2
22675 0 1
22675 0 6
22768 0 5
22862 0 2
22862 0 4
22956 0 5
23050 0 1
23050 0 2
23050 0 6
23143 0 7
23237 0 3
23237 0 5
23425 0 2
23425 0 7
23612 0 4
23612 0 6
23706 0 5
23800 0 3
23987 0 1
23987 0 7
24175 0 2
24175 0 5
24268 0 3
24362 0 4
24362 0 7
24456 0 2
24550 0 1
24550 0 3
24550 0 5
24643 0 4
24737 0 2
24737 0 6
24831 0 1
24925 0 3
24925 0 5
24925 0 7
25112 0 2
25112 0 6
25206 0 1
25206 0 5
25393 0 7
25487 0 1
25487 0 5
25675 0 2
25675 0 4
25675 0 7
25768 0 5
25862 0 1
25862 0 3
25862 0 6
25956 0 5
26050-27175 0 4
27550 0 1
27550 0 2
27550 0 7
27643 0 3
27737 0 4
27831 0 5
27925 0 6
27925 0 7
28018 0 4
28112 0 5
28206 0 2
28206 0 6
28300 0 4
28393 0 2
28487 0 1
28487 0 6
28581 0 4
28675 0 3
28675 0 7
28768 0 6
28862 0 4
28956 0 6
29050 0 1
29050 0 3
29143 0 5
29237 0 4
29331 0 1
29331 0 5
29425 0 6
29425 0 7
29518 0 4
29612 0 5
29706 0 1
29706 0 6
29800 0 3
29893 0 5
29987 0 1
29987 0 7
30081 0 4
30175 0 3
30175 0 7
30268 0 5
30362 0 4
30456 0 3
30550 0 1
30550 0 2
30643 0 4
30737 0 3
30831 0 5
30925 0 6
30925 0 7
